word,level
reciclar pilas,B1
cadena nacional,B1
ganador,B1
saltar,B1
sacar la basura,B1
liso,B1
bufete,B1
lentejas,B1
economía,B1
enviar una carta de presentación,B1
dentista,B1
actitud agradable,B1
demócrata,B1
equipo de fútbol,B1
estudiar un doctorado,B1
antibiótico,B1
convivir con la pareja,B1
invitar a una despedida de soltero,B1
sincero,B1
pintar un retrato,B1
flash,B1
matar,B1
bebidas,B1
estar de viaje de novios,B1
cartel,B1
secretaría,B1
poner los platos,B1
desviar una llamada,B1
suplemento de economía,B1
dar de alta,B1
proteínas,B1
película doblada,B1
visitar un piso,B1
compra,B1
historia universal,B1
sección de lácteos,B1
astronauta,B1
administración,B1
ir de copas,B1
coger el teléfono,B1
falda corta,B1
ponerse una vacuna,B1
secador de pelo,B1
helicóptero,B1
carrera ciclista,B1
colegio público,B1
pesca,B1
seguro público,B1
tomar un aperitivo,B1
restar,B1
ganar un sueldo,B1
barca,B1
saco de dormir,B1
nevera portátil,B1
comunicarse con alguien por correo,B1
dar una receta,B1
acabar un doctorado,B1
túnel,B1
asiento,B1
buscar una palabra,B1
fregar el suelo,B1
no soportar,B1
heterosexual,B1
guerra mundial,B1
seguro médico,B1
hacer atletismo,B1
llorar,B1
sentar bien,B1
equivocarse,B1
construir una muralla,B1
garbanzos,B1
quedar largo,B1
letra de una canción,B1
eliminar un documento,B1
tratar de,B1
infusión de poleo,B1
tener un test escrito,B1
DNI,B1
dejar un mensaje,B1
tener un accidente,B1
bolsa de la compra,B1
reenviar un documento,B1
atender clientes,B1
comunicarse con alguien por carta,B1
tener cáncer,B1
construir un edificio,B1
tomar una copa,B1
provincia,B1
cocido,B1
navegar,B1
dictadura,B1
plata,B1
abrazar,B1
quitar los platos,B1
traje de noche,B1
comida de negocios,B1
consulado,B1
arreglar el coche,B1
salir el sol,B1
Unión Europea,B1
subirse a un coche,B1
encontrarse regular,B1
abrir una botella,B1
bajarse de un tren,B1
zona,B1
piso soleado,B1
tener una relación de amistad,B1
hacerse una revisión,B1
hacer un cambio,B1
satélite,B1
ministro de Interior,B1
relacionar,B1
caer,B1
descargarse un archivo,B1
póster,B1
carrito de la compra,B1
arte clásico,B1
agua oxigenada,B1
hacer una copia,B1
irse de puente,B1
lomo,B1
bajarse de una moto,B1
judías,B1
contaminante,B1
sitio,B1
fila de un cine,B1
plaza de toros,B1
test,B1
traje de fiesta,B1
montar en una moto,B1
tener una duda,B1
historiador,B1
buscar imágenes,B1
asar,B1
película subtitulada,B1
venta,B1
entrada,B1
quedar grande,B1
foto en blanco y negro,B1
película de guerra,B1
capitán,B1
un control de orina,B1
planta de exterior,B1
levantar las manos,B1
hacer un examen oral,B1
vivir con el novio,B1
escoger un tema,B1
convivir con el novio,B1
aspirina,B1
enciclopedia,B1
hacer un presupuesto,B1
historia del arte,B1
sección de cultura,B1
huracán,B1
gazpacho,B1
conservar la naturaleza,B1
hacer un edificio,B1
tener pareja,B1
montarse en una moto,B1
envolver un regalo,B1
espinacas,B1
hierro,B1
carne hervido,B1
perder un documento,B1
charlar sobre un tema,B1
sindicato,B1
semáforo,B1
viaje de negocios,B1
bajarse de un autobús,B1
demanda,B1
obedecer a los padres,B1
hacer una marcha,B1
no tener estudios,B1
ponerse enfermo,B1
bajar de un coche,B1
dar lástima,B1
tocar sed,B1
conectarse a Internet,B1
Asia,B1
corregir un ejercicio,B1
muerte,B1
gotas,B1
salchichón,B1
ola de frío,B1
salir de puente,B1
probar una bebida,B1
infierno,B1
tocar el Gordo,B1
sentirse bien,B1
practicar la religión,B1
descanso,B1
drama,B1
tener una aventura,B1
subirse a una bicicleta,B1
matricularse,B1
inscribirse en un grupo,B1
Occidente,B1
subir a una bicicleta,B1
internacional,B1
raíz,B1
vivir con la pareja,B1
hemisferio sur,B1
director de orquesta,B1
película de ciencia ficción,B1
tocar,B1
tenedor,B1
urgencias,B1
dar pena,B1
buzón,B1
pintarse los ojos,B1
respetar,B1
hablador,B1
tocar sueño,B1
escoger un compañero,B1
arrogante,B1
ser legal,B1
desenchufar un electrodoméstico,B1
barrio residencial,B1
alimentar,B1
estar de oferta,B1
hacer una presentación,B1
ola de calor,B1
ganadería,B1
cocer,B1
pulsar,B1
hacer una actividad en parejas,B1
viajar en familia,B1
céntrico,B1
hacer un doctorado,B1
salir de tapas,B1
bajar los intereses,B1
realizar una entrevista de trabajo,B1
cambiar un billete,B1
sala de llegadas,B1
buena persona,B1
rezar,B1
ingresar en un hospital,B1
tocar calor,B1
aliñar,B1
fila de un teatro,B1
alquiler,B1
comunista,B1
vender por Internet,B1
deprimirse,B1
ganar,B1
rama,B1
pasar una llamada,B1
bajar de una moto,B1
colegio privado,B1
tener diarrea,B1
foto en color,B1
dar de baja,B1
agencia de fotografía,B1
tener un descuento,B1
gay,B1
departamento de administración,B1
tener conexión a Internet,B1
equipaje,B1
pasar el aspirador,B1
oler,B1
distrito,B1
hacer una entrevista de trabajo,B1
estar en urgencias,B1
agujero de la capa de ozono,B1
control,B1
sabor bueno,B1
universo,B1
parecerse a su hermano,B1
subrayar un libro,B1
sueldo,B1
darse una crema,B1
bolsa de aseo,B1
freír huevos,B1
teclado,B1
esquíes,B1
montarse en una bicicleta,B1
comida de familia,B1
construir un acueducto,B1
crisis,B1
lácteos,B1
zum,B1
salir con retraso,B1
tener suelto,B1
piña,B1
estar de canguro,B1
exhibición,B1
cónsul,B1
prefijo,B1
poco hecho,B1
tener mala nota,B1
llamada,B1
rodilla,B1
animal de compañía,B1
suspender un test escrito,B1
biografía,B1
cultura,B1
bajar de una bicicleta,B1
redactar un reportaje,B1
haber plazas libres,B1
besar,B1
estado sólido,B1
horno,B1
tener experiencia,B1
vitaminas,B1
Tercer Mundo,B1
corregir los deberes,B1
zapatos planos,B1
cultivar,B1
mantel,B1
kiwi,B1
ciudadano,B1
pelota de tenis,B1
conserje,B1
sandalias,B1
parapente,B1
cerrar un documento,B1
falda larga,B1
gallo,B1
línea,B1
hacer una casa,B1
congreso,B1
bajarse de un avión,B1
consola,B1
pechuga de pollo,B1
ponerse el termómetro,B1
recoger la mesa,B1
carrera de motos,B1
hablar sobre un tema,B1
horóscopo,B1
minifalda,B1
abrirse una cuenta de correo electrónico,B1
hembra,B1
ofrecer una ayuda,B1
tener la piel suave,B1
contenedor de papel,B1
reunión informal,B1
casilla,B1
tomar una foto,B1
sentimiento,B1
introducir datos en el ordenador,B1
ponerse triste,B1
peinado,B1
buscador,B1
codo,B1
caer mal,B1
circulación,B1
viajero,B1
hacer unas prácticas,B1
incorporación inmediata,B1
florero,B1
nombre de usuario,B1
cambiar de compañero,B1
cambiar de cadena,B1
tener una relación de trabajo,B1
atender una llamada,B1
devolver la matrícula,B1
vino de la casa,B1
subirse a un barco,B1
suelo seco,B1
construir una casa,B1
electrónico,B1
cazador,B1
repetir el curso,B1
novela de amor,B1
matrimonio homosexual,B1
freír,B1
descargar un programa,B1
noticia,B1
anciano,B1
compañía,B1
posdata,B1
tomar nota,B1
energía alternativa,B1
alimentarse,B1
fabricación,B1
ficha,B1
cadena privado,B1
gastar,B1
notas,B1
bajarse de una bicicleta,B1
debate,B1
publicar una entrevista,B1
tener sentido del humor,B1
fotografía en color,B1
punto de información,B1
cambiar de sitio,B1
atender a personas mayores,B1
levantar la cabeza,B1
cambiar de libro,B1
construcción,B1
construir una mezquita,B1
cocina andaluza,B1
estilo moderno,B1
estar enamorado,B1
concurso,B1
paciencia,B1
equipo de música,B1
estado gaseoso,B1
W. C.,B1
abrir el buzón,B1
firmar un contrato,B1
bajar de un avión,B1
corte de pelo,B1
receta,B1
sección de deportes,B1
asiento de un cine,B1
navegador,B1
línea ocupada,B1
insertar una palabra,B1
crecer sano,B1
amigo de la universidad,B1
hervir leche,B1
cambiar de emisora,B1
occidental,B1
actividad,B1
ateo,B1
instalar un programa,B1
riqueza,B1
moto,B1
subir a una moto,B1
película de terror,B1
hielo,B1
episodio,B1
copa de champán,B1
quedar pequeño,B1
crecer feliz,B1
divertirse,B1
tener la piel clara,B1
protestante,B1
estar en guerra,B1
perder,B1
guardería,B1
tomar el sol,B1
aprobar un test escrito,B1
mapa de carreteras,B1
Europa,B1
cuidar el medio ambiente,B1
pescador,B1
sabor agradable,B1
sección de economía,B1
galería,B1
piragua,B1
buscar datos,B1
corte,B1
tienda de campaña,B1
carta formal,B1
hacer el currículum vítae,B1
llevarse bien,B1
recoger la cocina,B1
amabilidad,B1
estar de vacaciones,B1
tierra seco,B1
poema,B1
estar resfriado,B1
estar ocupado,B1
horario flexible,B1
programa de información deportiva,B1
producir,B1
conferencia,B1
ambiente clásico,B1
dar un beso,B1
cambiar de tema,B1
escultor,B1
ayuda,B1
desobedecer a los padres,B1
alcohol,B1
tronco,B1
apuntes,B1
hacerse unas pruebas de orina,B1
camión de mudanzas,B1
cumplir años,B1
postura,B1
hacer un resumen,B1
tranvía,B1
estar de pie,B1
portero,B1
mandar por correo,B1
estar moreno,B1
novela de ciencia ficción,B1
ir con retraso,B1
ponerse bien,B1
ir de rebajas,B1
partido de la oposición,B1
ministro de Educación,B1
chorizo,B1
girar,B1
encontrarse bien,B1
contaminado,B1
subirse a un tren,B1
adoptar un niño,B1
tomar notas,B1
estar de auxiliar,B1
homosexual,B1
sacar dinero de la cuenta,B1
violinista,B1
carrito,B1
tener la piel oscura,B1
tomar la píldora,B1
estilo clásico,B1
sustituto,B1
soltar,B1
quedar bien,B1
niño adoptado,B1
método,B1
hoja,B1
irse de viaje de novios,B1
vinagre,B1
corregir un examen,B1
de rayas,B1
ligar,B1
leche desnatada,B1
dar un paseo,B1
pintar un cuadro,B1
ir a ver un piso,B1
jugador,B1
tocar hambre,B1
músculo,B1
pensar,B1
fotografiar,B1
subirse a un autobús,B1
fiesta popular,B1
firma,B1
informar,B1
película de acción,B1
ir de marcha,B1
serie,B1
marcharse de fin de semana,B1
jugar en la arena,B1
raqueta,B1
iluminar una habitación,B1
cambiar de canal,B1
estar agotado,B1
tener relaciones sexuales,B1
paciente,B1
ser ilegal,B1
hacer un descuento,B1
valle,B1
final abierto,B1
beca,B1
trabajar para una empresa de servicios,B1
san,B1
comida pesado,B1
actitud extraña,B1
magdalena,B1
burocracia,B1
canal nacional,B1
pasar lo mal,B1
exportar,B1
disponibilidad,B1
militar,B1
quemadura,B1
pasar por  caja,B1
ser un éxito,B1
balón de fútbol,B1
un control de sangre,B1
hacer senderismo,B1
Iglesia evangélica,B1
socialista,B1
aparcar,B1
Iglesia anglicana,B1
conservador,B1
coleccionar sellos,B1
cereza,B1
sentar mal,B1
hacer un curso de cocina,B1
animal salvaje,B1
lino,B1
entrenador,B1
ladrón,B1
pareja de hecho,B1
entrevistado,B1
comisaría de policía,B1
abrirse una cuenta de correo,B1
colaboración,B1
papel de impresora,B1
clima seco,B1
pequeño electrodoméstico,B1
poner el lavaplatos,B1
piso luminoso,B1
césped,B1
oveja,B1
tener buena nota,B1
ropa de verano,B1
el Papa,B1
tener información,B1
guardar un documento,B1
población,B1
renovar un documento,B1
salir con alguien,B1
estado,B1
artístico,B1
mostaza,B1
apagar un electrodoméstico,B1
traje de novia,B1
hacer una receta médica,B1
pelar patatas,B1
transportes,B1
colega,B1
ser un genio,B1
universal,B1
solicitar un documento,B1
encender un electrodoméstico,B1
inmigrante,B1
alimentación equilibrada,B1
laboratorio,B1
suspender un examen oral,B1
cuchilla de afeitar,B1
cocodrilo,B1
polución,B1
haber rebajas,B1
extensión,B1
haber caravana,B1
contestador automático,B1
hacer crucigramas,B1
profesión liberal,B1
salir de rebajas,B1
bajarse un archivo,B1
irse de fin de semana,B1
culebrón,B1
deber dinero,B1
arena,B1
páginas amarillas,B1
yogur natural,B1
pagar el alquiler,B1
taza de té,B1
inscribirse en una asociación,B1
proteger la naturaleza,B1
película en versión original,B1
tener una carrera,B1
pasar lo bien,B1
economista,B1
abrir un documento,B1
hacer clic,B1
vago,B1
publicar una noticia,B1
máster,B1
cortarse el pelo,B1
dulce,B1
bisexual,B1
cuidar la naturaleza,B1
encontrarse mal,B1
comercio,B1
cobrar intereses,B1
tener resaca,B1
folleto,B1
director de RR. HH.,B1
vista,B1
empezar un doctorado,B1
hacer un proyecto,B1
materia,B1
poner la mesa,B1
serpiente,B1
estropeado,B1
escaleras mecánicas,B1
cheque de viaje,B1
aceite de oliva,B1
animal doméstico,B1
estar asustado,B1
loncha de jamón,B1
gorro de baño,B1
ir de paseo,B1
yema de huevo,B1
viaje de trabajo,B1
seguro de enfermedad,B1
autobiografía,B1
hierba,B1
contratar un viaje organizado,B1
restaurante de lujo,B1
progreso,B1
hacer un viaje organizado,B1
pastilla de jabón,B1
tigre,B1
congelarse,B1
zona industrial,B1
subir a un autobús,B1
planos,B1
empleado de correos,B1
tarjeta de embarque,B1
electricidad,B1
hacer cola,B1
atentado terrorista,B1
especias,B1
entrevistador,B1
croquetas,B1
piso de segunda mano,B1
clase teórica,B1
congelar,B1
tocar frío,B1
vino joven,B1
robo,B1
suelo húmedo,B1
político,B1
ortodoxo,B1
educar a un hijo,B1
comunidad autónoma,B1
embutido,B1
poner rebajas,B1
océano Pacífico,B1
corazón,B1
hacer huelga,B1
anuncio de trabajo,B1
dueño,B1
bajarse de un barco,B1
un reserva,B1
arte moderno,B1
ONU,B1
chándal,B1
subir a un tren,B1
barra de labios,B1
licenciado,B1
evaporarse,B1
tobillo,B1
devolver una llamada,B1
oferta,B1
película de risa,B1
bajarse de un coche,B1
varón,B1
contrato,B1
cocina internacional,B1
pasárselo bien,B1
espejo,B1
sala de embarque,B1
salida de emergencia,B1
pagar en metálico,B1
cáscara de huevo,B1
partido de izquierdas,B1
carril bus,B1
regional,B1
buscar documentos,B1
echarse unas gotas,B1
pulmón,B1
marisco,B1
jugar con la pelota,B1
exportación,B1
sacar una foto,B1
análisis,B1
elegir un compañero,B1
arquitectura,B1
estudio,B1
tóxico,B1
un análisis de orina,B1
conejo,B1
discutir con los padres,B1
hacer una llamada,B1
empezar el bachillerato,B1
andén,B1
recoger las maletas,B1
hacer un informe,B1
cepillo,B1
haber precios especiales,B1
prado,B1
bolsa de viaje,B1
iluminar un espacio,B1
hacer una despedida de soltero,B1
subirse a una moto,B1
realizar una entrevista,B1
transexual,B1
clima húmedo,B1
boda civil,B1
tener un compromiso,B1
soso,B1
película romántica,B1
construir una sinagoga,B1
recoger los platos,B1
polo sur,B1
tierra,B1
historia antigua,B1
disminuir el precio,B1
pagar intereses,B1
formación a cargo de la empresa,B1
pistola,B1
parar,B1
hacer escala,B1
besarse,B1
margarina,B1
videojuego,B1
importación,B1
servicios sociales,B1
pista de tenis,B1
jugar al balonmano,B1
llevar suelto,B1
condimentar,B1
camino,B1
estudiar una carrera,B1
medios de información,B1
seguro obligatorio,B1
agencia de prensa,B1
estar roto,B1
aula multimedia,B1
irse de luna de miel,B1
centro de salud,B1
equipo de baloncesto,B1
ponerse de mal humor,B1
pagar la hipoteca,B1
hacer una mudanza,B1
archivar documentos,B1
dar una despedida de soltero,B1
cerrar una cuenta,B1
haber sala de reuniones,B1
total disponibilidad,B1
pagar impuestos,B1
canal,B1
países pobres,B1
taza de café,B1
ser educado,B1
apartado de correos,B1
sentir sed,B1
collar,B1
barco de pesca,B1
mover las manos,B1
levantar los brazos,B1
programa,B1
hostal,B1
decorar,B1
buscar diferencias,B1
tecla,B1
jugar a los dardos,B1
invento,B1
hacer un máster,B1
parecerse entre ellos,B1
fila,B1
redactar un artículo,B1
aprobar el curso,B1
inscribirse en un club,B1
elegir un tema,B1
pedir cita,B1
márquetin,B1
monarquía,B1
cultivo,B1
acabar una relación,B1
nación,B1
ir de tapas,B1
comida casera,B1
estar embarazada,B1
poner el lavavajillas,B1
ser maleducado,B1
desinstalar un programa,B1
tener un doctorado,B1
usar preservativos,B1
guerra civil,B1
dar una beca,B1
fiesta típica,B1
estabilidad laboral,B1
crear,B1
contar la historia de,B1
experimento,B1
juego de mesa,B1
meter datos en el ordenador,B1
hacer una receta,B1
partido de fútbol,B1
cortar una flor,B1
mundial,B1
literatura clásica,B1
estar libre,B1
Documento Nacional de Identidad,B1
parecerse a su padre,B1
editorial,B1
asignatura teórica,B1
montar en una bicicleta,B1
republicano,B1
hacer un traslado,B1
cartelera,B1
pastilla,B1
herida,B1
colegio concertado,B1
termómetro,B1
estar caducado,B1
aumentar el precio,B1
haber un accidente,B1
recoger el equipaje,B1
impaciencia,B1
cortesía,B1
locutor,B1
terrorismo,B1
descubrimiento,B1
duro,B1
ayuda económica,B1
hacer un intercambio,B1
canal privado,B1
cansarse,B1
vigilante,B1
vestido de novia,B1
pasillo,B1
dar una receta médica,B1
estar completo,B1
batería de teléfono,B1
ayudante,B1
cortarse un dedo,B1
hacer un regalo,B1
dar un abrazo,B1
cesta,B1
secarse las hojas,B1
pescado frito,B1
jugar al voleibol,B1
parque natural,B1
infusión de tila,B1
tener una relación,B1
materia prima,B1
bizcocho,B1
ratón,B1
irse a vivir a,B1
estar regular,B1
tener la regla,B1
caerse las hojas,B1
vestido de fiesta,B1
grupo,B1
quemarse una mano,B1
democracia,B1
robar,B1
remitente,B1
comunicarse con alguien por teléfono,B1
paisaje,B1
conocer,B1
redactar una entrevista,B1
constitución,B1
explicar un tema,B1
cafetera,B1
cuidar a un enfermo,B1
cuello,B1
garantía,B1
espectáculo,B1
caerse bien,B1
mover los brazos,B1
conectar un electrodoméstico,B1
empatar,B1
Torá,B1
marcharse de puente,B1
hacer un régimen,B1
jarra de agua,B1
ministro,B1
ropa interior,B1
corregir una redacción,B1
cuidar,B1
tener de promoción,B1
película con subtítulos,B1
caer bien,B1
empleado,B1
olas,B1
hervir,B1
contaminación,B1
análisis de orina,B1
gallina,B1
tener sida,B1
despedida de soltero,B1
ingredientes,B1
canal regional,B1
guerra de independencia,B1
vender por catálogo,B1
poeta,B1
casero,B1
oculista,B1
estación,B1
capítulo,B1
cocer arroz,B1
salir de copas,B1
alfombra,B1
tener un control,B1
caerse mal,B1
emisora,B1
estar sano,B1
pantalla,B1
Organización de las Naciones Unidas,B1
tener un máster,B1
llevar cambio,B1
muñeca,B1
costilla de cordero,B1
protagonista,B1
físico,B1
hacer una excursión,B1
lana,B1
sumar,B1
viajar en grupo,B1
haber atasco,B1
balón de baloncesto,B1
hacer una fiesta de fin de curso,B1
programa informático,B1
tarjeta de teléfono,B1
Oceanía,B1
cortar el pan,B1
embajador,B1
espuma de afeitar,B1
quedar estrecho,B1
colgar el teléfono,B1
plantar,B1
viaje de estudios,B1
línea ADSL,B1
viaje espacial,B1
triángulo,B1
facturar el equipaje,B1
crudo,B1
para tomar aquí,B1
educado,B1
abrir un regalo,B1
león,B1
comida ligero,B1
subirse a un avión,B1
bajar los brazos,B1
aseos públicos,B1
hacer una película,B1
estar deprimido,B1
estudiante en prácticas,B1
reciclar papel,B1
pagar el piso,B1
puerta de embarque,B1
pedir hora,B1
hipoteca,B1
marinero,B1
cadena regional,B1
sopa de verduras,B1
publicar un reportaje,B1
católico,B1
senado,B1
hacer un test escrito,B1
escultura,B1
sentirse mal,B1
celebrar una boda,B1
terminar un máster,B1
bricolaje,B1
prensa,B1
romper con alguien,B1
tener formación,B1
callejero,B1
escenario,B1
salado,B1
anular un billete,B1
decoración,B1
mar Mediterráneo,B1
gasoil,B1
quedarse sin saldo,B1
solomillo de ternera,B1
bajar la cabeza,B1
sartén,B1
tener tiempo libre,B1
programar un electrodoméstico,B1
lago,B1
buscar trabajo,B1
Oriente,B1
grupo terrorista,B1
ginecólogo,B1
pecho,B1
plantar un árbol,B1
poner un electrodoméstico,B1
responsable de ventas,B1
fiesta informal,B1
oro,B1
maletero,B1
para tomar,B1
alimento ligero,B1
grupo musical,B1
piel,B1
adjuntar un documento,B1
acabar una carrera,B1
vivir en las afueras,B1
estar despejado,B1
congelador,B1
hacer ciclismo,B1
inventar,B1
berenjena,B1
reciclar cartón,B1
tranquilidad,B1
pasear por la orilla,B1
dividir,B1
ir de camping,B1
hacerse unas pruebas de sangre,B1
árbitro,B1
congelados,B1
funcionar,B1
ecológico,B1
hacer una actividad de forma individual,B1
tener una relación de amor,B1
departamento de contabilidad,B1
carrera de coches,B1
buscar en un diccionario,B1
guantes de boxeo,B1
modo de preparación,B1
quedar ancho,B1
impresora en color,B1
tomar apuntes,B1
aliñar una ensalada,B1
zona residencial,B1
gran amigo,B1
hacer un picnic,B1
cinturón,B1
cocina,B1
círculo,B1
multiplicar,B1
bailarín,B1
reciclar latas,B1
buscar información,B1
hacer una actividad en grupos,B1
América,B1
estar el cielo nublado,B1
estar aburrido,B1
estar el cielo despejado,B1
buzón de voz,B1
hacer descuento,B1
telenovela,B1
atmósfera,B1
pianista,B1
empezar un máster,B1
análisis de sangre,B1
perdedor,B1
ala delta,B1
haber servicio de habitaciones,B1
privado,B1
recibir una ayuda,B1
república,B1
peine,B1
gel de afeitar,B1
curar a un enfermo,B1
soldado,B1
derechos,B1
despedir,B1
tener un examen oral,B1
cómoda,B1
Iglesia católica,B1
personaje,B1
estar malo,B1
